35500,2015,33000
35990,2016,39000
40490,2018,39449
38900,2016,53000
34900,2015,77000
29900,2013,35000
42900,2017,10900
45954,2017,999999
32990,2015,57000
34900,2016,42000
39990,2016,11000
38900,2017,26500
36990,2016,32097
35990,2016,45424
40490,2018,30504
40490,2018,48028
36490,2016,24992
37990,2017,43000
35990,2016,48763
38760,2017,25725
37490,2017,55039
40490,2018,43326
31920,2016,100
37860,2016,29317
40130,2018,35012
35490,2016,78688
36990,2016,53000
32900,2014,109000
34900,2015,51000
35490,2016,75687
40490,2018,37046
39900,2017,18002
40990,2017,12848
33990,2015,64789
36990,2016,73000
36490,2016,28661
37490,2017,73111
34900,2015,51000
33990,2014,46300
34990,2013,76800
36900,2015,44843
40130,2018,41555
36990,2015,36000
33899,2015,67635
40000,2016,15500
36890,2016,43000
34900,2015,82000
36490,2016,19910
35900,2016,29000
39990,2018,50533
37990,2017,32054
37490,2017,60649
40490,2018,36047
40490,2018,43929
40490,2018,43929
40490,2018,43929
40490,2018,43929
34990,2015,50000
39990,2018,55200
37490,2017,60449
39990,2018,52559
40490,2018,39927
36900,2015,31000
41900,2018,38000
33990,2013,76511
37490,2017,50647
34500,2016,54700
33990,2015,46780
40490,2018,48715
38900,2017,51000
34700,2015,54200
34499,2016,41159
34900,2015,55000
42990,2017,30359
40490,2018,42877
38900,2016,35344
37800,2016,44000
37790,2016,51950
42900,2018,30000
35990,2016,61205
35400,2016,39000
37990,2016,20876
36490,2016,27469
32900,2015,34525
32990,2014,49943
32990,2014,49943
40490,2018,47710
40490,2018,46183
36990,2015,49000
29899,2014,32978
31899,2014,80040
36899,2016,22928
40490,2018,43929
37490,2017,53321
35490,2016,73771
40490,2018,46587
40490,2018,36724
35990,2016,49975
42900,2018,21500
35490,2016,87630
39990,2018,51431
28490,2014,35000
42000,2017,27600
36899,2015,76411
30900,2014,79999
37900,2014,20845
36990,2016,28000
41900,2018,41039
29900,2013,75750
35900,2014,43585
33000,2014,41000
37490,2017,50647
40490,2018,33791
41900,2018,31578
39990,2018,52329
34990,2015,53942
40490,2018,30797
32990,2014,52473
35990,2015,62600
36900,2016,41819
35490,2016,52284
37490,2017,50647
40900,2017,19000
40490,2018,49559
37490,2017,50647
40990,2018,29368
42990,2017,31307
34900,2015,59500
35000,2016,53000
41900,2018,19000
35700,2016,35000
32900,2013,25700
29490,2013,72000
38500,2018,9980
27500,2013,60000
32500,2015,39900
32999,2016,44000
38900,2017,12587
26990,2013,110175
38500,2017,18788
31990,2015,110193
35900,2014,50000
40999,2018,21000
35800,2017,22000
31000,2014,59000
31350,2014,67000
38900,2017,25000
29990,2013,48000
31500,2014,60000
31900,2015,49000
33000,2014,24000
32500,2014,69000
34900,2015,31000
37000,2016,26000
29900,2014,80000
33500,2015,55000
33900,2016,68595
34900,2015,70000
30200,2013,79000
33500,2015,80000
26890,2013,99800
32650,2014,44000
33990,2014,49000
34500,2015,28758
37900,2017,40000
32900,2015,51600
36000,2016,36021
36900,2015,50000
31800,2015,75000
41500,2018,13900
37900,2016,30439
34500,2015,60000
41900,2018,23000
43800,2017,29000
38900,2015,44900
39900,2017,39100
39890,2017,40475
36900,2014,58150
30000,2015,105000
37000,2015,111111
37900,2015,78938
37900,2015,81282
40900,2018,15500
43000,2018,14000
30900,2013,74000
39890,2017,39569
34000,2015,39200
32990,2016,13000
34999,2016,37200
36000,2017,35000
35500,2016,17000
39000,2017,34056
33990,2015,63361
29000,2014,50000
32900,2016,47000
31900,2014,62000
33900,2014,48211
42500,2018,16500
38000,2017,49000
27900,2013,30600
36500,2015,57228
33890,2016,100
36900,2015,39000
34990,2015,88626
35880,2014,79000
34990,2016,54540
33000,2014,55000
43000,2017,53004
36900,2016,31000
36900,2016,30000
37900,2015,48000
39000,2017,13000
39900,2017,30000
39900,2016,13000
34990,2015,54000
35900,2015,65500
31900,2015,50590
32990,2014,82908
34900,2015,42000
28000,2014,81000
32900,2013,60000
38470,2017,39600
25900,2013,180000
28000,2014,71000
34800,2016,54000
34000,2015,67800
40500,2017,23300
31900,2014,84000
32400,2013,13440
33500,2015,20000
32000,2015,53893
33990,2016,25000
34490,2015,36500
37900,2017,23000
35800,2014,48000
38800,2017,25000
31800,2013,44000
29500,2013,34176
32800,2014,67000
33500,2015,45000
29990,2013,33000
38500,2017,21000
38900,2016,19000
29990,2015,40000
33000,2015,44000
36000,2015,40000
28900,2013,79000
33400,2013,72000
30000,2013,47000
32900,2013,43000
28900,2014,42000
39000,2017,34800
35999,2016,13900
26000,2014,205000
31990,2013,51452
35990,2015,30000
33990,2015,50000
33000,2014,58000
31900,2014,70144
31990,2015,49861
38900,2017,26000
30000,2013,62000
33500,2015,45000
40000,2018,13032
31900,2013,48037
35990,2016,21987
36990,2016,52000
35900,2017,25000
35990,2016,33000
33000,2013,78000
38900,2017,41200
29950,2013,69453
34900,2013,42000
32900,2013,70700
31000,2014,68000
29900,2014,41000
33900,2015,31254
34990,2015,59000
30990,2013,100
35800,2016,27331
41900,2017,11400
31900,2013,66000
41990,2017,18457
36900,2015,13980
32900,2014,67000
31800,2013,47000
31800,2013,47000
30990,2013,42000
29900,2013,92000
33900,2014,32000
39900,2017,25000
37500,2017,49554
33000,2015,53000
34000,2014,47000
33800,2013,52000
34990,2015,51434
34900,2015,42000
37900,2017,54000
33990,2015,48300
34000,2013,49000
33900,2014,59000
36000,2015,10000
30900,2013,58000
32990,2015,34217
32990,2013,46000
30500,2014,41800
36000,2015,21306
38000,2016,33000
32900,2013,75007
32900,2014,33000
35900,2014,41000
35000,2015,25300
38800,2017,32000
28900,2013,72608
32000,2015,49000
33900,2015,61000
32500,2013,63000
34899,2016,43000
34490,2014,54323
39900,2017,38780
35500,2015,52800
34990,2015,60000
33900,2017,29082
29900,2013,49000
37900,2015,30000
35500,2016,35000
32000,2013,61200
36900,2016,36101
37990,2016,22000
30000,2013,80000
33500,2015,39645
33000,2014,57010
33800,2013,79125
36500,2014,64000
31900,2013,80000
40000,2015,27000
31990,2013,52734
32500,2014,52000
33900,2014,42000
39990,2017,25272
31990,2013,65137
34900,2014,57200
36900,2015,36000
37500,2016,44000
42990,2017,38000
31000,2013,68000
33499,2014,90000
41500,2018,12000
36500,2016,47916
38990,2016,41236
42900,2017,37000
34900,2014,65000
39900,2017,28230
39900,2017,17000
31900,2013,43000
33900,2016,75000
35900,2015,43496
33900,2014,63140
33900,2013,70000
33990,2014,43000
39490,2017,30000
32890,2014,69700
36990,2016,36450
29990,2013,68000
35500,2018,12000
31900,2013,74900
39990,2017,29000
36900,2016,31000
39990,2017,34133
34890,2015,68132
36000,2016,38000
34990,2014,35000
38900,2016,29444
33999,2013,58000
34900,2014,70000
32800,2014,54000
37900,2017,33820
37500,2015,47702
31990,2013,61600
31990,2014,47865
36500,2014,70000
39990,2017,36971
33800,2014,53000
33900,2015,58000
30500,2014,42000
36500,2015,78810
33999,2013,35400
36000,2014,51000
34000,2016,39000
32000,2013,75000
33990,2015,58358
34500,2014,42000
39900,2018,12145
36900,2016,37000
33500,2015,48800
39890,2017,25318
36900,2014,40000
36990,2016,24898
38900,2017,38000
33900,2014,75000
35500,2015,33000
34990,2015,79944
36900,2016,36191
33500,2013,71000
39990,2017,56000
37000,2016,28500
31900,2013,86500
31899,2015,85000
35900,2015,40000
37990,2015,42000
34990,2015,46233
33500,2014,61900
38200,2017,35064
34890,2015,71000
33990,2015,49000
36900,2015,48755
33490,2014,38520
31900,2013,58870
33900,2014,50000
33500,2013,87000
33800,2015,65000
42900,2017,18000
39500,2016,28635
42900,2017,61000
32990,2013,31381
39900,2017,54000
32500,2013,61000
39990,2017,37877
33890,2014,43200
34900,2014,59656
38000,2016,30000
39990,2017,31000
35900,2016,24000
41300,2017,27406
35590,2015,49000
41900,2018,9000
32990,2015,74065
31900,2013,63000
33990,2015,77468
34900,2015,64000
34900,2015,67000
33000,2013,45000
33000,2014,45142
33500,2014,55000
36800,2017,12800
36900,2015,62500
34990,2015,64100
35800,2015,33000
36500,2016,59000
34800,2014,51000
33900,2013,70000
33900,2014,51124
35900,2015,49600
39990,2017,21286
37990,2015,61686
34990,2014,43000
34800,2014,90000
36900,2014,39000
33000,2013,65000
36000,2014,30565
39000,2017,42251
36800,2015,33000
34999,2015,43979
38800,2016,26000
38900,2016,39172
37000,2017,42000
33900,2014,50000
35500,2014,9000
38900,2016,18521
32900,2015,75970
36900,2015,33000
34500,2013,54000
42000,2018,850
34500,2013,43200
37000,2014,111111
33900,2015,84000
32900,2014,100000
38000,2014,44000
39000,2016,37578
32900,2014,84289
37990,2017,52000
31900,2013,130542
38490,2017,65052
34900,2015,55000
35990,2015,26000
34000,2014,54000
36000,2016,64150
36900,2015,39254
43990,2018,34000
32900,2015,77460
35900,2015,75000
32900,2013,63800
32990,2015,92000
38990,2017,25226
34900,2016,60000
36000,2016,27000
32900,2014,65000
39990,2017,41000
35900,2015,35000
34500,2015,58000
33900,2015,63271
34900,2013,66000
34500,2015,64000
35500,2014,100
41500,2017,31000
36900,2014,75000
38800,2016,29000
33800,2015,42000
33900,2015,54000
33900,2015,333
36900,2015,64000
36990,2015,40000
38900,2016,36000
40900,2017,11516
34300,2015,35863
28990,2013,132500
32900,2013,79600
38900,2015,25000
35990,2014,55000
34000,2015,39000
31990,2014,53000
33890,2014,81000
39500,2015,1376
32000,2014,999999
38900,2014,43242
35900,2016,39852
35000,2015,90248
37990,2016,24744
32890,2013,50477
38890,2016,50000
35890,2017,17000
39990,2016,25000
35900,2015,41295
35890,2015,55539
34900,2016,67000
41000,2017,17000
36490,2015,39633
34000,2013,59000
34800,2014,79750
37900,2016,75000
33000,2015,62000
31900,2015,29600
35990,2015,31200
34000,2015,85048
32900,2014,49740
37900,2015,75000
31900,2013,102376
34900,2014,100000
38900,2016,24000
34900,2015,58000
35900,2014,53000
29000,2013,91000
32000,2013,80200
39900,2016,41000
42500,2017,20368
34990,2014,72900
35900,2014,12000
42000,2017,36487
32490,2014,82000
36000,2015,68000
35900,2015,58000
32500,2013,92265
34500,2013,61236
35900,2015,43912
35900,2014,59500
32900,2013,101300
41900,2017,18500
36500,2015,80000
34000,2013,35000
41900,2017,18420
35900,2015,39000
32490,2014,70162
35900,2015,64470
34900,2014,72000
33490,2015,59000
32000,2015,97500
33800,2015,60000
39000,2014,60289
35700,2015,48000
36900,2015,50000
32900,2014,49000
37900,2013,64700
28900,2015,69000
35800,2015,56000
31990,2013,76000
35900,2015,31000
33900,2014,82000
41900,2017,31700
39900,2017,41055
36990,2016,40380
34900,2015,79040
33000,2013,56000
32500,2014,62400
35000,2014,53000
36800,2014,46000
46830,2017,26000
34500,2013,999999
35900,2015,43000
38500,2016,50000
42900,2017,40000
35000,2013,68000
34900,2015,91000
35900,2015,81000
39500,2016,42611
37900,2016,33538
29999,2013,107000
37900,2014,30870
42500,2017,37138
34800,2015,36300
29800,2013,99646
33800,2015,46000
41900,2017,20430
32990,2015,64512
35900,2015,38000
35800,2015,56000
35990,2016,51026
33990,2014,85000
36900,2015,35000
41400,2017,36000
32900,2014,82200
32900,2014,90000
29900,2013,84619
32900,2015,85000
36000,2014,61590
31500,2013,87000
34900,2014,83000
34900,2015,48077
34000,2016,49000
37900,2015,46200
42900,2017,37000
38900,2015,31314
35890,2015,55539
34900,2013,59000
34900,2013,79000
39900,2016,36000
34900,2013,100
39990,2017,42360
36900,2016,34000
34900,2014,53000
32000,2014,65000
34900,2014,78020
35900,2014,49000
35700,2014,55000
32900,2013,98320
45000,2017,48007
36800,2014,100
32900,2015,61500
35990,2015,53564
35900,2015,68000
37900,2016,36000
33000,2014,96933
37990,2016,74000
38900,2016,24000
35800,2015,56000
36900,2014,77460
35900,2016,100
34500,2014,100
32900,2015,100
32900,2014,80000
37000,2016,74476
33390,2015,73014
39500,2015,50000
35900,2015,41000
36000,2015,46300
35990,2015,30000
35990,2014,76000
37900,2015,60000
35900,2015,50000
37000,2015,111111
37500,2015,62000
34990,2014,56000
35500,2016,37118
32500,2013,70000
36990,2015,62654
35900,2014,65000
31900,2013,81000
33890,2014,58000
40900,2018,24000
33990,2014,80021
37900,2016,22000
37990,2016,46000
38990,2015,42510
33500,2013,99000
33900,2014,103000
40000,2014,60000
38900,2016,49200
36900,2013,54000
33800,2015,109000
41900,2017,33947
37900,2015,65000
35900,2015,65264
35900,2015,52000
38900,2016,40000
37900,2017,48000
31900,2014,62000
42990,2017,66000
35900,2013,79348
43900,2018,33394
37900,2015,51000
43000,2017,35000
37000,2015,21000
35900,2015,50000
34900,2015,1000
42900,2016,15233
33800,2014,111
35490,2014,70000
34900,2013,60000
43900,2017,39000
36900,2015,50000
33000,2014,102500
42500,2017,48200
41000,2017,9000
33990,2013,45000
36990,2015,71000
35500,2013,90000
43900,2016,15000
34900,2015,59000
41900,2017,40000
34900,2016,44311
37000,2016,40000
40999,2018,9800
38900,2016,49155
33800,2014,100
35800,2013,60000
33500,2014,86000
32900,2013,90030
33900,2013,65000
35490,2015,62000
35900,2015,53000
39900,2016,40782
43900,2017,47900
36900,2016,69000
40900,2016,36000
41000,2017,57875
31800,2013,75200
32900,2013,68900
35800,2015,56510
34990,2015,82300
41800,2017,40444
32900,2014,102000
42990,2018,29035
34800,2014,75768
35500,2016,65849
38900,2016,39000
38900,2015,N/I
36000,2014,111111
35000,2014,80360
34900,2015,57000
35890,2015,55539
36490,2015,70000
38500,2016,100
37900,2015,75800
38900,2015,59000
39900,2016,34000
36900,2015,101000
36900,2014,60645
34800,2014,999999
36800,2016,35000
34900,2015,59650
41490,2018,43400
32000,2013,87000
34900,2014,87600
40900,2016,100
31000,2015,51355
37990,2016,55650
35900,2013,76323
42800,2016,33654
43900,2017,44000
35999,2014,111
37000,2013,47195
35800,2015,73374
36900,2015,25180
33500,2013,93125
34890,2015,128039
37890,2018,46000
33600,2015,79900
31990,2013,58000
35900,2015,60000
30000,2014,85000
37990,2013,55000
32990,2015,82912
40900,2016,33000
39500,2016,51700
35900,2015,73600
31890,2014,80887
37900,2015,111
32800,2013,73278
38990,2016,6000
34900,2015,67000
42900,2018,4200
39900,2017,50000
42000,2017,3000
35990,2015,61000
33900,2015,70000
31990,2013,82000
32000,2015,76000
43890,2018,29709
32690,2015,80599
35990,2014,113105
41890,2017,36000
36000,2015,9000
39900,2018,30600
35890,2015,81000
36999,2015,47982
38900,2016,62000
41800,2016,58157
35000,2015,71000
32690,2015,79883
36500,2016,63800
35900,2015,60000
35800,2015,40500
36500,2015,33000
33000,2013,96000
31900,2013,132749
36900,2015,58000
35990,2015,76000
39900,2016,58000
40500,2018,28388
35500,2014,54235
37120,2014,81000
38900,2015,124697
36990,2015,81202
36800,2014,101
34990,2015,59000
29900,2013,81000
41490,2018,44787
36900,2016,33000
30990,2013,89000
32990,2014,58000
42900,2018,17000
35900,2014,N/I
39000,2017,51880
34900,2014,87000
34900,2015,37000
35900,2015,46490
50000,2013,89000
35900,2015,92300
32000,2013,49000
35900,2014,72000
46800,2018,8500
35500,2015,68000
36900,2015,81700
41900,2017,8000
36888,2015,999999
37900,2016,50130
32900,2013,93665
44900,2018,2800
48000,2019,111
38900,2015,50800
38900,2015,89000
38800,2015,80100
41900,2017,37000
33900,2014,51000
40900,2018,19793
34990,2015,123250
35900,2015,50000
30900,2014,26099
33900,2014,42000
33990,2015,67961
36000,2015,999999
42900,2018,6100
36890,2015,73421
35900,2015,93465
34900,2015,102969
35990,2016,51825
36000,2016,40000
39900,2016,38000
43700,2018,22000
37900,2017,61000
36900,2015,90000
45900,2018,111111
29900,2013,100000
34900,2014,96000
31990,2013,999999
35990,2015,68922
36990,2016,71203
34900,2015,102969
38900,2016,26000
32000,2014,82000
37000,2016,7000
38900,2018,32000
40900,2016,999999
29900,2014,67214
41900,2015,999999
34900,2015,102969
36900,2015,53000
37000,2015,41874
31990,2013,43751
36500,2015,62000
41499,2017,25000
33500,2015,13755
37500,2016,56000
51990,2018,100
31900,2013,60000
41490,2018,42600
37900,2015,31000
36900,2016,54600
43900,2017,58352
39500,2016,51200
39900,2018,1400
33900,2016,82000
34500,2015,88127
33900,2014,37142
34000,2015,38000
30000,2014,59000
32999,2013,63108
38000,2016,30000
36900,2016,58000
37000,2015,64583
41000,2017,28000
36998,2016,31000
34900,2014,57400
36900,2015,74000
37900,2016,77000
33900,2014,82000
34500,2014,89800
33300,2013,73000
36900,2014,63000
39900,2017,16661
38000,2017,20500
40900,2017,34042
38900,2015,10350
33900,2013,60000
34900,2015,70000
39990,2018,18000
35900,2015,77027
39900,2018,42150
34000,2015,45000
41900,2017,40000
37800,2016,85000
34000,2015,33000
32990,2013,84000
34900,2013,86800
39900,2017,55800
45900,2017,33200
37900,2015,45430
36990,2015,66000
30900,2013,73583
33900,2013,111000
34900,2015,52000
44900,2018,5000
37500,2016,45000
33900,2014,62426
36990,2015,71365
35990,2015,48500
36900,2015,90500
36990,2016,27000
33500,2014,118000
38800,2014,58000
37900,2016,54000
35900,2015,71153
35900,2015,77000
36990,2015,57260
35000,2015,87000
40800,2018,26000
35950,2015,32500
35900,2014,87074
39900,2016,99999
36900,2015,72700
44900,2019,101
29900,2014,96521
37990,2016,31000
34900,2015,101
45000,2018,38469
32900,2013,90368
36500,2015,40354
36900,2016,44786
33900,2013,98000
33900,2013,100
37900,2014,63300
34900,2014,58000
41890,2018,47575
42500,2018,7000
37500,2016,40000
33900,2014,91230
33500,2013,78000
33990,2016,65123
47990,2018,100
38990,2015,48472
32900,2013,63000
40900,2017,36000
34900,2014,80000
41900,2017,15000
32800,2014,22600
33999,2015,45000
41990,2018,10520
34990,2015,102
34000,2013,101
35000,2015,25600
42990,2018,15550
32800,2015,34000
31990,2014,58000
40490,2018,38545
31500,2015,40000
34900,2014,37000
34900,2013,56000
32800,2014,22600
34990,2015,55920
37900,2015,33485
33000,2013,52000
32900,2013,63000
32900,2014,75750
42900,2017,62356
29900,2013,44000
31999,2013,37700
38990,2016,35525
33000,2015,58000
39900,2017,55147
34300,2014,86000
35800,2016,67831
35000,2015,102
34900,2015,74691
34500,2014,108000
37900,2016,36000
36900,2016,44350
36000,2016,52760
40800,2017,34560
35990,2015,25406
44900,2018,11400
36900,2016,65000
35000,2015,65000
36950,2016,21069
42500,2018,19000
37900,2015,60000
34900,2015,67000
42499,2016,32409
43500,2018,9100
40490,2018,48753
41890,2018,22980
35900,2015,80150
35000,2015,4000
34500,2015,52000
35800,2015,51000
36900,2016,70000
32990,2015,54000
39900,2017,32000
36000,2014,41000
34900,2016,45521
34900,2015,44550
30700,2014,66000
31900,2013,89903
36990,2015,61500
36900,2015,64000
30900,2014,49740
33900,2014,45000
32900,2013,55000
33900,2014,51365
32900,2014,26700
38900,2015,70000
40000,2017,42500
34000,2015,109010
34990,2016,24000
26990,2013,83300
37990,2015,54000
34830,2014,78628
37990,2016,61000
31000,2013,65000
34500,2014,41000
28990,2014,68000
33900,2013,65470
41900,2018,31226
32900,2014,64000
39900,2017,37273
35990,2015,51600
39900,2016,32262
34900,2015,41198
33900,2015,64500
37000,2015,1000
37800,2016,60482
35000,2013,53000
31000,2014,52000
35000,2014,999999
31900,2013,85000
35990,2015,65000
33900,2014,64500
33500,2014,57000
36900,2015,44062
33000,2014,60000
36990,2016,26800
41990,2017,17647
34990,2015,102
34590,2015,51000
31500,2014,38500
36000,2016,57000
37900,2015,1000
37900,2016,33000
35130,2016,75224
45960,2019,100
32990,2013,55431
33990,2015,34426
32500,2013,10000
40990,2017,22646
34999,2013,59240
34900,2014,50100
36900,2015,64000
35900,2015,49000
34900,2015,82000
40800,2017,29512
33000,2013,40000
35500,2016,21500
32500,2015,40000
30000,2013,44000
41990,2018,10353
35890,2016,43928
34990,2015,32162
30500,2014,44400
32990,2015,69000
27500,2013,52000
28500,2013,75907
33000,2013,95000
29900,2013,21247
34900,2015,51000
34900,2013,120000
35900,2014,44087
39500,2017,22833
33900,2014,90000
32000,2013,999
44900,2018,2000
33900,2015,51758
40990,2018,54719
33500,2014,77685
33500,2015,61703
35990,2015,31000
33990,2015,68414
34990,2015,22500
36990,2013,101
34990,2015,48782
32000,2015,35000
33900,2013,82173
33500,2013,81000
39990,2015,68992
31900,2013,62117
35800,2015,42000
39990,2017,15631
37000,2016,86800
27990,2013,70500
28000,2013,72000
39900,2017,37014
33900,2015,67000
38500,2016,100
33990,2015,44000
41500,2018,30000
34000,2013,36000
29900,2014,65026
36990,2015,57217
33900,2014,45000
40900,2017,57058
35990,2015,46000
30900,2013,100
35900,2013,69289
36990,2015,21064
35890,2015,56976
32900,2015,35000
30800,2013,53429
37800,2015,400000
41900,2018,47246
34900,2015,83000
35990,2015,74221
34800,2015,111039
34900,2015,49902
41900,2018,28402
35800,2016,37000
32800,2015,12345
29990,2015,63839
42990,2018,15550
33500,2014,49000
47000,2018,16000
41500,2015,18300
42290,2017,11064
34900,2015,28000
32990,2014,78920
32000,2014,85159
44900,2018,15000
34999,2014,39500
36900,2016,43600
30900,2015,57000
35500,2014,70802
42500,2018,42000
34900,2014,65000
33800,2015,20000
45490,2018,15762
36900,2015,41813
39500,2015,48000
31890,2015,57900
33900,2014,66203
37900,2018,60000
27000,2013,47000
34900,2013,40000
46300,2017,21000
34900,2014,51000
36990,2016,60000
35900,2015,43889
34900,2014,57000
39900,2016,60000
36990,2016,33228
33800,2014,51005
34500,2015,76000
35700,2015,45500
37900,2016,58000
41890,2018,18900
34900,2015,109000
46800,2018,10000
38900,2016,61000
40490,2018,43504
35500,2015,61000
35530,2016,47871
39980,2017,32000
40300,2017,23000
34000,2016,63000
33900,2014,76000
31900,2013,29000
33900,2014,70800
31900,2013,102836
35990,2015,31045
30000,2013,82000
39990,2017,40800
29900,2014,90000
33900,2014,27000
35490,2016,40238
41990,2017,18000
35490,2016,40238
29900,2014,100
41890,2018,25262
36900,2016,34000
36900,2017,31100
36800,2016,65000
44900,2017,7000
36990,2016,29967
32900,2014,69599
32900,2014,100
32000,2013,113778
37900,2016,26599
31899,2013,32000
33970,2015,73786
30990,2014,44000
37900,2016,57000
32900,2014,16950
39900,2017,19250
31990,2013,44356
32500,2014,81793
36000,2015,65000
30000,2014,72843
26790,2013,96800
30900,2014,118000
31900,2014,103800
39400,2016,26689
40590,2018,33000
32800,2015,89000
33980,2014,70000
30990,2013,48000
36900,2015,69247
34500,2015,12406
34990,2015,29000
37900,2017,51600
34300,2015,70000
34990,2015,47000
32990,2013,67300
35000,2015,49391
33900,2013,100
29800,2013,64000
35000,2014,101
34990,2014,62000
34500,2015,40000
37850,2016,72421
35990,2014,49000
36900,2016,21700
30000,2013,56000
46900,2019,4500
31990,2013,91000
40990,2017,10614
39900,2016,46567
42000,2018,37000
42990,2018,8800
35500,2014,32399
34700,2015,22000
42900,2017,23000
45500,2018,1700
39900,2017,10000
39890,2017,27000
37990,2017,51260
39999,2017,34012
35899,2015,43257
36900,2015,24500
34900,2015,72354
38890,2017,22328
36000,2015,75000
37900,2017,53000
38900,2016,42000
34090,2015,58000
35990,2016,38525
43900,2017,36000
37900,2017,31000
29990,2014,32259
35900,2015,51000
37990,2015,72000
29890,2013,73000
34990,2015,39900
29900,2013,89000
35800,2015,57000
36900,2016,30000
35490,2014,54100
29500,2014,60000
44500,2015,99999
35800,2014,68000
31990,2013,91000
35900,2015,50000
42990,2017,33768
35990,2015,43500
35990,2015,48160
32950,2015,54746
41900,2017,35000
36800,2015,40000
28900,2013,103850
33990,2015,30800
33900,2015,36928
37800,2016,39000
39900,2016,29515
32900,2014,74000
35900,2013,101
33900,2013,90000
35990,2015,37036
35490,2016,40238
30990,2015,90000
39500,2017,34876
37900,2016,7465
33800,2014,111
36900,2016,70000
35900,2015,45000
32900,2013,89000
44900,2017,14000
41500,2017,26000
36500,2015,38894
33897,2013,35010
35800,2015,95000
40000,2017,53200
40990,2018,36625
35900,2015,25000
40490,2018,41359
41900,2018,37928
34890,2015,89000
35000,2014,77000
34800,2015,94000
38900,2016,29903
38000,2016,45400
39990,2016,45000
39490,2017,17390
41990,2018,33065
34990,2015,42300
37900,2016,69238
42900,2017,100
38390,2016,62399
32900,2014,99435
37500,2016,46150
35900,2016,30355
31990,2013,49756
31990,2015,64300
37000,2016,22990
38900,2017,101
33900,2015,89415
39400,2016,52267
40490,2018,37407
29890,2013,67967
34890,2016,84490
35900,2015,76000
29900,2015,14259
36900,2015,75211
36900,2015,76000
31000,2014,68000
39800,2017,12000
34900,2014,46456
39900,2015,56095
35900,2015,17070
35900,2015,42000
39000,2015,58792
35900,2016,51000
35900,2015,58319
33900,2014,92000
28900,2013,66193
34900,2014,61046
34900,2014,32654
33990,2014,51900
39900,2015,65000
33980,2015,69195
39950,2016,25689
33980,2014,77824
36900,2014,999999
36990,2015,23900
37500,2016,49341
37800,2015,71766
39900,2017,57000
33900,2014,36127
39900,2016,45000
31990,2013,71317
41000,2016,37644
36990,2015,66597
40990,2017,10614
38900,2017,59000
34780,2015,98659
31900,2013,103000
35990,2015,57000
34990,2015,37000
31890,2013,60700
33900,2015,49580
34900,2015,100
34900,2014,81632
34900,2015,73000
41990,2017,38010
34800,2015,58200
36990,2016,54097
42900,2017,10236
27900,2013,43200
33900,2014,87000
34990,2015,84900
42900,2017,40000
33000,2014,61700
41900,2017,16472
38000,2018,27000
36000,2015,63000
31800,2015,68500
36000,2013,88000
34990,2015,93144
32900,2015,101943
32800,2013,86000
32900,2015,100000
34900,2014,44098
37900,2015,101
44900,2017,34000
37890,2016,54126
31900,2013,61517
32900,2015,115378
35990,2015,77980
34900,2015,65000
34990,2014,65000
34999,2016,55000
41900,2018,31000
39990,2018,61915
34900,2015,100
34900,2015,52486
35900,2014,42900
34990,2014,86250
26900,2013,100
34790,2015,89087
39980,2017,29000
38500,2016,34113
35900,2015,49000
34900,2015,57000
29900,2013,75000
40000,2017,42251
34900,2014,35000
